Header;0
"-----GENERAL INFORMATION-----";
"Cycle number";27
"Session number";0
"Firmware checksum";0xA847
"Float serial number";23001
"-----EMERGENCE REDUCTION-----";
Day;15
Month;2
Year;24
"Cycle day (day)";257
"Cycle hour (h)";11.25
"Fix volume (second)";320
"Number of valve actions at the surface";16
"Grounding flag";0
"-----PARKING DEPTH DESCENT-----";
"Descent start time (h)";11.7333
"Float stabilisation time (h)";13.0667
"End of descent time (h)";22.6833
"Number of valve actions in descent";7
"Number of pump actions in descent";0
"Float stabilisation pressure (dbar)";115
"Max pressure during descent to parking depth (dbar)";986
"-----PARKING DRIFT PHASE-----";
"Cycle day (day)";15
"Number of entrance in drift target range (descent)";1
"Number of repositions";0
"Minimum pressure in drift to parking depth (dbar)";973
"Maximum pressure in drift to parking depth (dbar)";993
"Number of valve actions in parking";0
"Number of pump actions in parking";0
"-----DESCENT TO PROFILE DEPTH-----";
"descent start time (h)";22.7167
"End of descent time (h)";8.58333
"Number of valve actions in descent";7
"Number of pump actions in descent";0
"Max pressure in descent to profile (dbar)";2023
"-----DRIFT TO PROFILE PHASE-----";
"Number of entrance in drift target range";1
"Number of re-positioning in profile stand-by";0
"Number of valve actions in drift to Profile";0
"Number of pump actions in drift to Profile";0
"Minimum pressure in drift to Profile (dbar)";2016
"Maximum pressure in drift to Profile (dbar)";2024
"-----ASCENT PHASE-----";
"Ascent start time (h)";9.76666
"Time at end of ascent (h)";16
"Number of pump actions in ascent";10
"-----GENERAL INFORMATIONS-----";
"Float time : Hour";16
"Float time : Minute";2
"Float time : Second";5
"Float time : Day";25
"Float time : Month";2
"Float time : Year";24
"Pressure sensor offset (cbar)";0
"Internal pressure (mbar)";585
"Batteries voltage at Pmax (V)";9.7
"RTC state indicator (normal=0 failure=1)";0
"Coherence problem counter";0
"Dissolved oxygen sensor state (0=Ok 1=Pb 2=None)";2
"-----GPS DATA-----";
"GPS latitude (°)";58
"GPS latitude (minutes)";5
"GPS latitude (minutes fractions (4th))";395
"GPS latitude orientation (0=North 1=South)";0
"GPS longitude (°)";54
"GPS longitude (minutes)";9
"GPS longitude (minutes fractions (4th))";1041
"GPS longitude orientation (0=East 1=West)";1
"GPS valid fix (1=valid 0=not valid)";1
"Session duration (second)";57
""
"Pumping delay for GPS emergence (s)";0
"Antenna status (0=DontKnow 1=Ok 2=Short 3=Open)";1
"-----END OF LIFE-----";
"End of life flag";0
Hour;0
Minute;0
Second;0
Day;0
Month;0
Year;0
-----SYSTEM-----;
"System calendar retiming (Old - New)(Usable only on GPS valid fix) (second)";-21
""
