Header;0
"-----GENERAL INFORMATION-----";
"Cycle number";26
"Session number";0
"Firmware checksum";0xA847
"Float serial number";23002
"-----EMERGENCE REDUCTION-----";
Day;5
Month;2
Year;24
"Cycle day (day)";247
"Cycle hour (h)";6.16666
"Fix volume (second)";448
"Number of valve actions at the surface";14
"Grounding flag";0
"-----PARKING DEPTH DESCENT-----";
"Descent start time (h)";6.65
"Float stabilisation time (h)";7.4
"End of descent time (h)";15.9333
"Number of valve actions in descent";7
"Number of pump actions in descent";0
"Float stabilisation pressure (dbar)";112
"Max pressure during descent to parking depth (dbar)";1008
"-----PARKING DRIFT PHASE-----";
"Cycle day (day)";5
"Number of entrance in drift target range (descent)";1
"Number of repositions";0
"Minimum pressure in drift to parking depth (dbar)";998
"Maximum pressure in drift to parking depth (dbar)";1017
"Number of valve actions in parking";0
"Number of pump actions in parking";0
"-----DESCENT TO PROFILE DEPTH-----";
"descent start time (h)";17.7167
"End of descent time (h)";4.16667
"Number of valve actions in descent";7
"Number of pump actions in descent";2
"Max pressure in descent to profile (dbar)";2034
"-----DRIFT TO PROFILE PHASE-----";
"Number of entrance in drift target range";2
"Number of re-positioning in profile stand-by";0
"Number of valve actions in drift to Profile";0
"Number of pump actions in drift to Profile";0
"Minimum pressure in drift to Profile (dbar)";1995
"Maximum pressure in drift to Profile (dbar)";1999
"-----ASCENT PHASE-----";
"Ascent start time (h)";4.83333
"Time at end of ascent (h)";11.1
"Number of pump actions in ascent";10
"-----GENERAL INFORMATIONS-----";
"Float time : Hour";11
"Float time : Minute";11
"Float time : Second";54
"Float time : Day";15
"Float time : Month";2
"Float time : Year";24
"Pressure sensor offset (cbar)";-1
"Internal pressure (mbar)";590
"Batteries voltage at Pmax (V)";9.7
"RTC state indicator (normal=0 failure=1)";0
"Coherence problem counter";0
"Dissolved oxygen sensor state (0=Ok 1=Pb 2=None)";2
"-----GPS DATA-----";
"GPS latitude (°)";53
"GPS latitude (minutes)";18
"GPS latitude (minutes fractions (4th))";9110
"GPS latitude orientation (0=North 1=South)";0
"GPS longitude (°)";50
"GPS longitude (minutes)";54
"GPS longitude (minutes fractions (4th))";4543
"GPS longitude orientation (0=East 1=West)";1
"GPS valid fix (1=valid 0=not valid)";1
"Session duration (second)";303
""
"Pumping delay for GPS emergence (s)";0
"Antenna status (0=DontKnow 1=Ok 2=Short 3=Open)";1
"-----END OF LIFE-----";
"End of life flag";0
Hour;0
Minute;0
Second;0
Day;0
Month;0
Year;0
-----SYSTEM-----;
"System calendar retiming (Old - New)(Usable only on GPS valid fix) (second)";-16
""
