Header;0
"-----GENERAL INFORMATION-----";
"Cycle number";21
"Session number";0
"Firmware checksum";0xA847
"Float serial number";23001
"-----EMERGENCE REDUCTION-----";
Day;16
Month;12
Year;23
"Cycle day (day)";196
"Cycle hour (h)";5.56666
"Fix volume (second)";312
"Number of valve actions at the surface";18
"Grounding flag";0
"-----PARKING DEPTH DESCENT-----";
"Descent start time (h)";6.05
"Float stabilisation time (h)";6.21666
"End of descent time (h)";16.8333
"Number of valve actions in descent";9
"Number of pump actions in descent";0
"Float stabilisation pressure (dbar)";12
"Max pressure during descent to parking depth (dbar)";1016
"-----PARKING DRIFT PHASE-----";
"Cycle day (day)";16
"Number of entrance in drift target range (descent)";1
"Number of repositions";0
"Minimum pressure in drift to parking depth (dbar)";1005
"Maximum pressure in drift to parking depth (dbar)";1031
"Number of valve actions in parking";0
"Number of pump actions in parking";0
"-----DESCENT TO PROFILE DEPTH-----";
"descent start time (h)";16.7167
"End of descent time (h)";2.33333
"Number of valve actions in descent";7
"Number of pump actions in descent";0
"Max pressure in descent to profile (dbar)";2016
"-----DRIFT TO PROFILE PHASE-----";
"Number of entrance in drift target range";1
"Number of re-positioning in profile stand-by";0
"Number of valve actions in drift to Profile";0
"Number of pump actions in drift to Profile";0
"Minimum pressure in drift to Profile (dbar)";2016
"Maximum pressure in drift to Profile (dbar)";2018
"-----ASCENT PHASE-----";
"Ascent start time (h)";3.76667
"Time at end of ascent (h)";10.15
"Number of pump actions in ascent";10
"-----GENERAL INFORMATIONS-----";
"Float time : Hour";10
"Float time : Minute";10
"Float time : Second";35
"Float time : Day";26
"Float time : Month";12
"Float time : Year";23
"Pressure sensor offset (cbar)";1
"Internal pressure (mbar)";585
"Batteries voltage at Pmax (V)";9.7
"RTC state indicator (normal=0 failure=1)";0
"Coherence problem counter";0
"Dissolved oxygen sensor state (0=Ok 1=Pb 2=None)";2
"-----GPS DATA-----";
"GPS latitude (°)";57
"GPS latitude (minutes)";50
"GPS latitude (minutes fractions (4th))";3647
"GPS latitude orientation (0=North 1=South)";0
"GPS longitude (°)";53
"GPS longitude (minutes)";41
"GPS longitude (minutes fractions (4th))";5160
"GPS longitude orientation (0=East 1=West)";1
"GPS valid fix (1=valid 0=not valid)";1
"Session duration (second)";42
""
"Pumping delay for GPS emergence (s)";0
"Antenna status (0=DontKnow 1=Ok 2=Short 3=Open)";1
"-----END OF LIFE-----";
"End of life flag";0
Hour;0
Minute;0
Second;0
Day;0
Month;0
Year;0
-----SYSTEM-----;
"System calendar retiming (Old - New)(Usable only on GPS valid fix) (second)";-21
""
