Header;0
"-----GENERAL INFORMATION-----";
"Cycle number";27
"Session number";0
"Firmware checksum";0xA847
"Float serial number";23002
"-----EMERGENCE REDUCTION-----";
Day;15
Month;2
Year;24
"Cycle day (day)";257
"Cycle hour (h)";11.35
"Fix volume (second)";432
"Number of valve actions at the surface";17
"Grounding flag";0
"-----PARKING DEPTH DESCENT-----";
"Descent start time (h)";11.8667
"Float stabilisation time (h)";12.0333
"End of descent time (h)";22.15
"Number of valve actions in descent";13
"Number of pump actions in descent";0
"Float stabilisation pressure (dbar)";7
"Max pressure during descent to parking depth (dbar)";979
"-----PARKING DRIFT PHASE-----";
"Cycle day (day)";15
"Number of entrance in drift target range (descent)";1
"Number of repositions";0
"Minimum pressure in drift to parking depth (dbar)";964
"Maximum pressure in drift to parking depth (dbar)";999
"Number of valve actions in parking";0
"Number of pump actions in parking";0
"-----DESCENT TO PROFILE DEPTH-----";
"descent start time (h)";22.7167
"End of descent time (h)";8.58333
"Number of valve actions in descent";7
"Number of pump actions in descent";0
"Max pressure in descent to profile (dbar)";2026
"-----DRIFT TO PROFILE PHASE-----";
"Number of entrance in drift target range";1
"Number of re-positioning in profile stand-by";0
"Number of valve actions in drift to Profile";0
"Number of pump actions in drift to Profile";0
"Minimum pressure in drift to Profile (dbar)";2026
"Maximum pressure in drift to Profile (dbar)";2041
"-----ASCENT PHASE-----";
"Ascent start time (h)";9.7
"Time at end of ascent (h)";16.2333
"Number of pump actions in ascent";13
"-----GENERAL INFORMATIONS-----";
"Float time : Hour";16
"Float time : Minute";16
"Float time : Second";13
"Float time : Day";25
"Float time : Month";2
"Float time : Year";24
"Pressure sensor offset (cbar)";1
"Internal pressure (mbar)";585
"Batteries voltage at Pmax (V)";9.8
"RTC state indicator (normal=0 failure=1)";0
"Coherence problem counter";0
"Dissolved oxygen sensor state (0=Ok 1=Pb 2=None)";2
"-----GPS DATA-----";
"GPS latitude (°)";52
"GPS latitude (minutes)";37
"GPS latitude (minutes fractions (4th))";2149
"GPS latitude orientation (0=North 1=South)";0
"GPS longitude (°)";50
"GPS longitude (minutes)";13
"GPS longitude (minutes fractions (4th))";9792
"GPS longitude orientation (0=East 1=West)";1
"GPS valid fix (1=valid 0=not valid)";1
"Session duration (second)";90
""
"Pumping delay for GPS emergence (s)";0
"Antenna status (0=DontKnow 1=Ok 2=Short 3=Open)";1
"-----END OF LIFE-----";
"End of life flag";0
Hour;0
Minute;0
Second;0
Day;0
Month;0
Year;0
-----SYSTEM-----;
"System calendar retiming (Old - New)(Usable only on GPS valid fix) (second)";-16
""
