Header;0
"-----GENERAL INFORMATION-----";
"Cycle number";20
"Session number";0
"Firmware checksum";0xA847
"Float serial number";23002
"-----EMERGENCE REDUCTION-----";
Day;6
Month;12
Year;23
"Cycle day (day)";186
"Cycle hour (h)";0.566666
"Fix volume (second)";488
"Number of valve actions at the surface";12
"Grounding flag";0
"-----PARKING DEPTH DESCENT-----";
"Descent start time (h)";1
"Float stabilisation time (h)";1.66667
"End of descent time (h)";10.1167
"Number of valve actions in descent";7
"Number of pump actions in descent";0
"Float stabilisation pressure (dbar)";103
"Max pressure during descent to parking depth (dbar)";973
"-----PARKING DRIFT PHASE-----";
"Cycle day (day)";6
"Number of entrance in drift target range (descent)";1
"Number of repositions";0
"Minimum pressure in drift to parking depth (dbar)";962
"Maximum pressure in drift to parking depth (dbar)";981
"Number of valve actions in parking";0
"Number of pump actions in parking";0
"-----DESCENT TO PROFILE DEPTH-----";
"descent start time (h)";11.7167
"End of descent time (h)";21.5833
"Number of valve actions in descent";7
"Number of pump actions in descent";0
"Max pressure in descent to profile (dbar)";2029
"-----DRIFT TO PROFILE PHASE-----";
"Number of entrance in drift target range";1
"Number of re-positioning in profile stand-by";0
"Number of valve actions in drift to Profile";0
"Number of pump actions in drift to Profile";0
"Minimum pressure in drift to Profile (dbar)";2029
"Maximum pressure in drift to Profile (dbar)";2045
"-----ASCENT PHASE-----";
"Ascent start time (h)";22.7
"Time at end of ascent (h)";5.13333
"Number of pump actions in ascent";12
"-----GENERAL INFORMATIONS-----";
"Float time : Hour";5
"Float time : Minute";10
"Float time : Second";58
"Float time : Day";16
"Float time : Month";12
"Float time : Year";23
"Pressure sensor offset (cbar)";0
"Internal pressure (mbar)";585
"Batteries voltage at Pmax (V)";9.8
"RTC state indicator (normal=0 failure=1)";0
"Coherence problem counter";0
"Dissolved oxygen sensor state (0=Ok 1=Pb 2=None)";2
"-----GPS DATA-----";
"GPS latitude (°)";56
"GPS latitude (minutes)";38
"GPS latitude (minutes fractions (4th))";8265
"GPS latitude orientation (0=North 1=South)";0
"GPS longitude (°)";55
"GPS longitude (minutes)";54
"GPS longitude (minutes fractions (4th))";8370
"GPS longitude orientation (0=East 1=West)";1
"GPS valid fix (1=valid 0=not valid)";1
"Session duration (second)";139
""
"Pumping delay for GPS emergence (s)";0
"Antenna status (0=DontKnow 1=Ok 2=Short 3=Open)";1
"-----END OF LIFE-----";
"End of life flag";0
Hour;0
Minute;0
Second;0
Day;0
Month;0
Year;0
-----SYSTEM-----;
"System calendar retiming (Old - New)(Usable only on GPS valid fix) (second)";-16
""
