Header;0
"-----GENERAL INFORMATION-----";
"Cycle number";17
"Session number";0
"Firmware checksum";0xA847
"Float serial number";23002
"-----EMERGENCE REDUCTION-----";
Day;5
Month;11
Year;23
"Cycle day (day)";155
"Cycle hour (h)";9.63333
"Fix volume (second)";432
"Number of valve actions at the surface";23
"Grounding flag";0
"-----PARKING DEPTH DESCENT-----";
"Descent start time (h)";10.3333
"Float stabilisation time (h)";11.75
"End of descent time (h)";20.0333
"Number of valve actions in descent";7
"Number of pump actions in descent";0
"Float stabilisation pressure (dbar)";206
"Max pressure during descent to parking depth (dbar)";999
"-----PARKING DRIFT PHASE-----";
"Cycle day (day)";5
"Number of entrance in drift target range (descent)";1
"Number of repositions";0
"Minimum pressure in drift to parking depth (dbar)";999
"Maximum pressure in drift to parking depth (dbar)";1019
"Number of valve actions in parking";0
"Number of pump actions in parking";0
"-----DESCENT TO PROFILE DEPTH-----";
"descent start time (h)";20.7167
"End of descent time (h)";6.58333
"Number of valve actions in descent";7
"Number of pump actions in descent";1
"Max pressure in descent to profile (dbar)";2031
"-----DRIFT TO PROFILE PHASE-----";
"Number of entrance in drift target range";2
"Number of re-positioning in profile stand-by";0
"Number of valve actions in drift to Profile";0
"Number of pump actions in drift to Profile";0
"Minimum pressure in drift to Profile (dbar)";2021
"Maximum pressure in drift to Profile (dbar)";2030
"-----ASCENT PHASE-----";
"Ascent start time (h)";7.75
"Time at end of ascent (h)";14.2167
"Number of pump actions in ascent";11
"-----GENERAL INFORMATIONS-----";
"Float time : Hour";14
"Float time : Minute";15
"Float time : Second";18
"Float time : Day";15
"Float time : Month";11
"Float time : Year";23
"Pressure sensor offset (cbar)";0
"Internal pressure (mbar)";590
"Batteries voltage at Pmax (V)";9.8
"RTC state indicator (normal=0 failure=1)";0
"Coherence problem counter";0
"Dissolved oxygen sensor state (0=Ok 1=Pb 2=None)";2
"-----GPS DATA-----";
"GPS latitude (°)";57
"GPS latitude (minutes)";54
"GPS latitude (minutes fractions (4th))";6794
"GPS latitude orientation (0=North 1=South)";0
"GPS longitude (°)";57
"GPS longitude (minutes)";14
"GPS longitude (minutes fractions (4th))";2522
"GPS longitude orientation (0=East 1=West)";1
"GPS valid fix (1=valid 0=not valid)";1
"Session duration (second)";59
""
"Pumping delay for GPS emergence (s)";0
"Antenna status (0=DontKnow 1=Ok 2=Short 3=Open)";1
"-----END OF LIFE-----";
"End of life flag";0
Hour;0
Minute;0
Second;0
Day;0
Month;0
Year;0
-----SYSTEM-----;
"System calendar retiming (Old - New)(Usable only on GPS valid fix) (second)";-16
""
