Header;0
"-----GENERAL INFORMATION-----";
"Cycle number";25
"Session number";0
"Firmware checksum";0xA847
"Float serial number";23002
"-----EMERGENCE REDUCTION-----";
Day;26
Month;1
Year;24
"Cycle day (day)";237
"Cycle hour (h)";1.48333
"Fix volume (second)";472
"Number of valve actions at the surface";18
"Grounding flag";0
"-----PARKING DEPTH DESCENT-----";
"Descent start time (h)";2.16667
"Float stabilisation time (h)";4.66666
"End of descent time (h)";11.7833
"Number of valve actions in descent";6
"Number of pump actions in descent";0
"Float stabilisation pressure (dbar)";461
"Max pressure during descent to parking depth (dbar)";989
"-----PARKING DRIFT PHASE-----";
"Cycle day (day)";26
"Number of entrance in drift target range (descent)";1
"Number of repositions";0
"Minimum pressure in drift to parking depth (dbar)";981
"Maximum pressure in drift to parking depth (dbar)";1014
"Number of valve actions in parking";0
"Number of pump actions in parking";0
"-----DESCENT TO PROFILE DEPTH-----";
"descent start time (h)";12.7167
"End of descent time (h)";22.25
"Number of valve actions in descent";6
"Number of pump actions in descent";0
"Max pressure in descent to profile (dbar)";1982
"-----DRIFT TO PROFILE PHASE-----";
"Number of entrance in drift target range";1
"Number of re-positioning in profile stand-by";0
"Number of valve actions in drift to Profile";0
"Number of pump actions in drift to Profile";0
"Minimum pressure in drift to Profile (dbar)";1982
"Maximum pressure in drift to Profile (dbar)";1983
"-----ASCENT PHASE-----";
"Ascent start time (h)";23.8667
"Time at end of ascent (h)";6
"Number of pump actions in ascent";10
"-----GENERAL INFORMATIONS-----";
"Float time : Hour";6
"Float time : Minute";1
"Float time : Second";24
"Float time : Day";5
"Float time : Month";2
"Float time : Year";24
"Pressure sensor offset (cbar)";-1
"Internal pressure (mbar)";590
"Batteries voltage at Pmax (V)";9.8
"RTC state indicator (normal=0 failure=1)";0
"Coherence problem counter";0
"Dissolved oxygen sensor state (0=Ok 1=Pb 2=None)";2
"-----GPS DATA-----";
"GPS latitude (°)";53
"GPS latitude (minutes)";55
"GPS latitude (minutes fractions (4th))";2486
"GPS latitude orientation (0=North 1=South)";0
"GPS longitude (°)";51
"GPS longitude (minutes)";28
"GPS longitude (minutes fractions (4th))";4921
"GPS longitude orientation (0=East 1=West)";1
"GPS valid fix (1=valid 0=not valid)";1
"Session duration (second)";27
""
"Pumping delay for GPS emergence (s)";0
"Antenna status (0=DontKnow 1=Ok 2=Short 3=Open)";1
"-----END OF LIFE-----";
"End of life flag";0
Hour;0
Minute;0
Second;0
Day;0
Month;0
Year;0
-----SYSTEM-----;
"System calendar retiming (Old - New)(Usable only on GPS valid fix) (second)";-16
""
